受访者编号,z_外向社交,z_尽责自律,z_情绪稳定,z_开放好奇,z_宜人友善,舞曲,民谣,乡村,古典,音乐剧,流行,摇滚,金属/硬摇,朋克,嘻哈/说唱,雷鬼,爵士,摇滚乐,另类,拉丁,电音,歌剧
567,-0.3415,-1.5578,-0.2534,-1.836,-0.5911,4.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0
568,0.2491,-1.2786,0.3097,-1.5697,-0.5911,5.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0
569,1.4302,-0.9994,0.8729,-0.2381,1.5543,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0
570,0.2491,0.6759,0.0282,-0.5044,-0.5911,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0
571,0.8396,1.7928,-1.6614,-0.5044,0.3283,4.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0
572,0.8396,0.3967,1.1545,-0.2381,0.9413,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
573,-0.0462,-1.2786,1.7177,-1.3034,-1.2041,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0
574,-0.0462,-0.4409,0.0282,-0.5044,0.0218,5.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0
575,-0.0462,0.6759,0.0282,1.8925,0.0218,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,2.0
576,0.5443,-0.9994,0.5913,-0.5044,-0.8976,3.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0
577,0.8396,-0.9994,0.0282,-0.5044,0.3283,4.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
578,0.2491,1.2344,0.3097,0.5609,0.9413,3.0,2.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,1.0,2.0
579,-0.932,-1.2786,0.0282,-0.2381,-1.2041,4.0,3.0,2.0,5.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,1.0
580,-0.932,0.6759,1.4361,-1.0371,-0.8976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
581,0.2491,0.6759,0.0282,-0.7708,0.9413,2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,5.0,2.0,5.0,1.0
582,0.2491,0.6759,0.8729,0.2945,-1.5106,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0
583,-0.0462,-1.2786,-0.2534,0.2945,0.3283,2.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0
584,-2.1131,-1.837,-1.0982,-1.836,-0.2846,4.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0
585,-0.6367,-0.7202,0.0282,-1.5697,1.2478,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0
586,-0.0462,-1.5578,-1.0982,0.5609,0.0218,5.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,5.0,1.0
587,0.5443,-1.5578,-1.943,-1.3034,-0.2846,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0
588,0.5443,0.1175,0.0282,-1.0371,0.3283,4.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0
589,1.4302,-1.2786,-0.8166,1.3598,-0.2846,1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0
590,0.5443,-0.7202,0.3097,1.3598,0.0218,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0
591,0.5443,1.2344,1.4361,1.0935,0.3283,3.0,3.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,2.0
592,1.1349,0.6759,-0.535,0.8272,0.6348,3.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0
593,0.2491,0.6759,0.8729,0.0282,0.6348,2.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0
594,-0.0462,-0.7202,-0.535,1.3598,0.6348,2.0,3.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0
595,-2.4083,-1.2786,-0.8166,-0.2381,-1.5106,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0
596,-1.2273,0.3967,0.0282,-1.0371,-0.5911,4.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0
597,-0.3415,0.1175,0.8729,-1.5697,-0.2846,4.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0
598,-0.0462,0.9551,0.5913,-0.7708,0.3283,4.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0
599,0.5443,-0.9994,0.8729,-1.3034,-0.2846,5.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0
600,-0.0462,-0.7202,-1.0982,0.2945,1.2478,2.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0
601,1.7254,-1.5578,0.0282,0.0282,0.3283,1.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,4.0,1.0,2.0
602,1.7254,-0.4409,1.9993,-0.5044,-0.5911,4.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0
603,0.2491,0.9551,-0.2534,-0.5044,0.9413,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0
604,0.8396,0.3967,-0.2534,1.6262,0.9413,3.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0
605,-0.3415,1.5136,0.3097,-1.0371,1.8608,1.0,5.0,5.0,2.0,3.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0
606,-0.932,0.1175,0.5913,-1.5697,0.0218,3.0,2.0,1.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0
607,-0.3415,0.1175,-0.2534,0.2945,-0.2846,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,2.0
608,-0.0462,-0.7202,-0.535,-0.7708,0.0218,2.0,4.0,2.0,4.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0
609,0.2491,1.2344,0.5913,1.3598,-0.5911,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0
610,-0.932,-1.5578,0.5913,-0.5044,0.0218,3.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,3.0,2.0
611,0.5443,0.3967,-1.6614,0.0282,-0.2846,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0
612,0.2491,-0.1617,0.0282,-1.0371,-1.5106,5.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,3.0
613,-0.3415,-0.1617,-1.0982,0.5609,0.3283,3.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0
614,1.1349,2.3512,-0.535,1.6262,-0.2846,4.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,5.0,1.0
615,-0.932,-0.4409,0.3097,0.5609,-0.2846,3.0,3.0,1.0,5.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,5.0,3.0,3.0,2.0
616,-1.2273,-1.2786,1.4361,-0.7708,-1.8171,4.0,1.0,5.0,4.0,1.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,5.0,1.0,4.0,4.0,1.0
617,0.2491,0.6759,-1.0982,2.1588,1.8608,3.0,2.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0
618,-0.932,0.6759,0.3097,0.0282,1.2478,5.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,5.0
619,-0.0462,-0.1617,1.1545,-0.7708,-0.2846,3.0,3.0,1.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0
620,0.5443,-0.9994,0.3097,1.0935,-1.8171,2.0,1.0,1.0,5.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0
621,-0.6367,0.3967,-0.8166,-1.836,0.3283,4.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,1.0
622,0.5443,-0.1617,0.8729,0.2945,1.5543,5.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0
623,-0.6367,-0.9994,-0.535,-1.836,0.3283,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0
624,0.2491,-0.1617,-1.0982,0.0282,-0.8976,3.0,1.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0
625,2.0207,0.3967,-0.8166,-0.7708,-0.2846,5.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,3.0,5.0,2.0,1.0
626,-0.6367,0.1175,0.0282,-0.5044,-0.2846,4.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0
627,-0.932,0.1175,-1.3798,-1.0371,-2.4301,4.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0
628,-1.2273,-1.2786,0.0282,-0.7708,-0.2846,3.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0
629,-0.932,-2.3955,1.4361,-0.5044,0.6348,5.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0
630,0.8396,0.3967,-0.8166,-1.0371,2.4738,4.0,1.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,1.0
631,1.7254,1.5136,0.5913,0.8272,0.9413,5.0,2.0,1.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0
632,-0.6367,0.3967,1.1545,-1.3034,0.3283,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0
633,0.5443,-0.4409,1.9993,-1.836,0.6348,3.0,5.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0
634,1.1349,-0.7202,0.5913,0.5609,-0.5911,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0
635,0.5443,-1.837,-0.8166,0.5609,-1.5106,4.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0
636,1.7254,0.1175,1.7177,-1.0371,-0.5911,3.0,5.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0
637,0.2491,0.3967,1.7177,0.8272,0.3283,2.0,3.0,2.0,4.0,3.0,5.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0
638,-1.2273,-0.7202,-0.2534,-0.2381,0.0218,3.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0
639,-2.1131,0.1175,-1.0982,-0.2381,-0.5911,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0
640,0.8396,0.6759,-0.8166,0.8272,0.0218,5.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
641,-0.3415,-1.2786,-1.0982,-2.1024,-0.2846,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
642,-1.2273,1.7928,-1.3798,0.0282,-1.2041,4.0,4.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0
643,1.4302,0.9551,0.0282,1.3598,-0.2846,4.0,2.0,1.0,3.0,3.0,4.0,5.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,5.0,2.0,4.0
644,-0.0462,0.3967,0.5913,0.5609,1.2478,3.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0
645,-0.0462,0.1175,-0.2534,0.2945,0.6348,4.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,3.0
646,-0.3415,-2.1162,1.7177,-1.5697,-0.8976,3.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0
647,-0.0462,-0.4409,-0.8166,-0.5044,-1.2041,3.0,1.0,3.0,5.0,4.0,5.0,3.0,1.0,1.0,5.0,2.0,4.0,5.0,3.0,5.0,1.0,1.0
648,2.316,0.1175,0.5913,-0.5044,0.3283,5.0,5.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,5.0,2.0,2.0
649,0.2491,-0.4409,-0.8166,0.2945,0.6348,5.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0
650,0.2491,-0.4409,0.0282,-1.3034,0.0218,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0
651,0.5443,0.6759,0.3097,-0.5044,-1.2041,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
652,-1.5225,1.2344,0.3097,-0.5044,-1.2041,3.0,2.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
653,0.2491,0.1175,-0.2534,0.5609,1.2478,3.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,2.0,1.0,3.0,4.0,5.0,2.0,4.0,1.0,4.0
654,-0.3415,0.1175,0.8729,-1.3034,0.3283,4.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0
655,-0.3415,-0.4409,-0.2534,0.0282,0.9413,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0
656,1.4302,1.2344,-0.535,2.1588,1.8608,2.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0
657,0.5443,0.6759,-1.943,0.2945,1.5543,4.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
658,0.2491,0.3967,1.4361,-0.7708,0.3283,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0
659,0.5443,-0.7202,-0.2534,-1.0371,-0.2846,2.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,1.0,3.0,3.0,5.0,2.0,1.0,2.0
660,-0.3415,-1.2786,-1.6614,0.8272,0.6348,2.0,2.0,1.0,3.0,1.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0
661,-0.3415,0.3967,0.3097,0.0282,-1.2041,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
662,0.5443,-0.7202,-0.2534,-0.5044,0.3283,3.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0
663,-0.0462,-0.4409,-0.2534,0.0282,-0.5911,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0
664,0.2491,1.7928,-0.2534,0.0282,0.3283,3.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,5.0,1.0,3.0
665,0.2491,0.3967,0.5913,1.0935,-0.2846,1.0,2.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0
666,0.2491,-0.7202,-0.8166,1.3598,0.6348,2.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0
667,-0.0462,0.6759,1.7177,-0.2381,0.0218,2.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,3.0,5.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0
668,-0.932,1.2344,0.0282,1.6262,0.0218,1.0,2.0,3.0,4.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0
669,-0.0462,-0.9994,-0.2534,0.2945,-1.5106,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0
670,0.2491,-0.7202,0.8729,0.2945,-0.8976,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0
671,1.4302,1.2344,-0.535,0.2945,1.8608,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
672,-1.5225,-0.1617,-0.8166,0.0282,0.0218,2.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,5.0
673,-1.5225,-0.1617,-0.8166,0.8272,-0.2846,2.0,2.0,1.0,3.0,4.0,5.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0
674,-0.3415,0.1175,0.5913,-0.7708,-1.8171,3.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0
675,0.8396,-0.1617,-1.3798,-0.5044,0.0218,3.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0
676,-0.932,-0.9994,0.0282,-1.0371,-1.8171,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0
677,-0.6367,-0.9994,0.8729,-1.3034,1.2478,3.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0
678,-0.3415,1.7928,0.8729,1.3598,-0.2846,2.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,1.0,5.0
679,-0.932,-0.9994,-0.8166,1.6262,1.2478,2.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,1.0
680,0.5443,0.3967,0.3097,0.8272,0.9413,4.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,1.0
681,1.1349,0.3967,-0.535,1.8925,0.3283,4.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0
682,-0.932,-1.5578,-0.535,-0.2381,-0.2846,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0
683,0.2491,1.5136,-0.8166,0.0282,1.5543,2.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0,1.0
684,0.5443,1.2344,0.8729,-1.5697,0.9413,5.0,1.0,1.0,2.0,3.0,5.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0
685,0.8396,0.1175,-0.8166,0.8272,0.0218,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0
686,-0.6367,-0.4409,-0.2534,-0.2381,-0.5911,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
687,0.2491,-0.4409,0.0282,0.8272,0.6348,3.0,1.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0
688,-0.6367,0.6759,-0.8166,0.2945,0.9413,4.0,3.0,1.0,3.0,4.0,4.0,5.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0
689,-0.3415,0.6759,0.8729,0.2945,0.9413,3.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0
690,-0.932,-0.1617,0.3097,1.3598,-0.2846,4.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0
691,2.0207,-0.9994,0.0282,-0.2381,2.4738,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,2.0,2.0
692,-0.3415,0.6759,1.9993,1.6262,-0.8976,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0
693,-0.3415,0.3967,-1.0982,-1.0371,0.3283,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0
694,1.1349,-0.1617,0.5913,1.0935,-0.2846,3.0,3.0,4.0,5.0,2.0,3.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,1.0,5.0,4.0,3.0
695,0.2491,-0.7202,0.0282,0.8272,0.6348,4.0,2.0,2.0,3.0,5.0,5.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0
696,0.2491,-0.1617,-0.8166,-1.0371,-1.5106,3.0,5.0,3.0,1.0,5.0,5.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0
697,-1.5225,-0.4409,-0.535,-0.5044,-1.5106,3.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0
698,2.316,-1.5578,-1.3798,-0.2381,0.0218,5.0,4.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,5.0,5.0,3.0,2.0,2.0,5.0,2.0,2.0
699,1.1349,-1.2786,0.8729,-1.0371,-0.5911,4.0,3.0,1.0,2.0,3.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0
700,-0.3415,-0.1617,0.8729,-1.0371,1.5543,3.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0
701,0.2491,0.1175,0.5913,0.0282,2.1673,5.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0
702,1.1349,0.3967,-0.8166,0.5609,-0.8976,1.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0
703,1.1349,0.3967,2.2809,-1.0371,0.6348,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0
704,0.8396,-0.9994,0.0282,-0.7708,0.6348,4.0,2.0,1.0,2.0,4.0,5.0,5.0,1.0,2.0,4.0,5.0,2.0,4.0,3.0,5.0,2.0,1.0
705,1.1349,0.1175,1.7177,1.6262,1.5543,5.0,1.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0
706,1.4302,-0.7202,0.8729,-0.5044,-1.8171,4.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0
707,-1.2273,1.5136,-0.8166,0.5609,0.0218,2.0,2.0,1.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0
708,0.2491,-0.4409,0.0282,-0.7708,0.3283,2.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0
